Term Code ,Term Name ,Subject Code ,Subject Name                     ,Course ID ,Course GUID ,Catalog Number ,Course Title                                                                                                         
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003777 , 1252003777 ,216            ,Interdisciplinary Approaches to Western Culture I: Literature and the Arts                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   003779 , 1252003779 ,217            ,"Interdisciplinary Approaches to Western Culture I: History, Philosophy, and Religion"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   010507 , 1252010507 ,233            ,East Asian Humanities I: The Classical Foundations                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   010507 , 1252010507 ,233            ,East Asian Humanities I: The Classical Foundations                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   015189 , 1252015189 ,247            ,Near Eastern Humanities I: From Antiquity to Islam                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   015189 , 1252015189 ,247            ,Near Eastern Humanities I: From Antiquity to Islam                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   015189 , 1252015189 ,247            ,Near Eastern Humanities I: From Antiquity to Islam                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   015189 , 1252015189 ,247            ,Near Eastern Humanities I: From Antiquity to Islam                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   017317 , 1252017317 ,316            ,Women in European Cinema: Gender and the Politics of Culture                                                         
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   017317 , 1252017317 ,316            ,Women in European Cinema: Gender and the Politics of Culture                                                         
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   013536 , 1252013536 ,346            ,Introduction to Digital Humanities                                                                                   
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   015916 , 1252015916 ,352            ,"Arts in the Invisible City: Race, Policy, Performance"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   016497 , 1252016497 ,417            ,"Historical Structures: Ancient Architecture's Materials, Construction and Engineering"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   016497 , 1252016497 ,417            ,"Historical Structures: Ancient Architecture's Materials, Construction and Engineering"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   012282 , 1252012282 ,470            ,"Interdisciplinary Studies in the Humanities: Literature, History and Their Entanglements in the Western Tradition"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   012282 , 1252012282 ,470            ,"Interdisciplinary Studies in the Humanities: Literature, History and Their Entanglements in the Western Tradition"
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   014058 , 1252014058 ,583            ,Interdisciplinarity and Antidisciplinarity                                                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   014058 , 1252014058 ,583            ,Interdisciplinarity and Antidisciplinarity                                                                           
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   012985 , 1252012985 ,595            ,Interdisciplinary Studies in the Humanities: What was Vitalism? Genealogies of the Living in Modernity               
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   012985 , 1252012985 ,595            ,Interdisciplinary Studies in the Humanities: What was Vitalism? Genealogies of the Living in Modernity               
     1252 ,F2024     ,PHI          ,Philosophy                       ,   004927 , 1252004927 ,326            ,Philosophy of Art                                                                                                    
     1252 ,F2024     ,PHI          ,Philosophy                       ,   004927 , 1252004927 ,326            ,Philosophy of Art                                                                                                    
     1252 ,F2024     ,POL          ,Politics                         ,   016338 , 1252016338 ,491            ,The Politics of Higher Education: Competing Visions of the University                                                
     1252 ,F2024     ,POL          ,Politics                         ,   016338 , 1252016338 ,491            ,The Politics of Higher Education: Competing Visions of the University                                                
     1252 ,F2024     ,SPA          ,Spanish                          ,   014185 , 1252014185 ,250            ,Identity in the Spanish-Speaking World                                                                               
     1252 ,F2024     ,TRA          ,"Translationom",   010456 , 1252010456 ,200            ,Thinking Translation: Language Transfer and Cultural Communication                                                   
     1252 ,F2024     ,TRA          ,"Translation Intercultural Com",   010456 , 1252010456 ,200            ,Thinking Translation: Language Transfer and Cultural Communication                                                   
     1252 ,F2024     ,TRA          ,"Translation Intercultural Com",   010456 , 1252010456 ,200            ,Thinking Translation: Language Transfer and Cultural Communication                                                   
     1252 ,F2024     ,TRA          ,"Translation Intercultural Com",   010456 , 1252010456 ,200            ,Thinking Translation: Language Transfer and Cultural Communication                                                   
     1252 ,F2024     ,TRA          ,"Translation Intercultural Com",   011306 , 1252011306 ,304            ,Translating East Asia                                                                                                
     1252 ,F2024     ,TRA          ,"Translation Intercultural Com",   010761 , 1252010761 ,400            ,"Translation, Migration, Culture"
     1252 ,F2024     ,URB          ,Urban Studies                    ,   013330 , 1252013330 ,300            ,Urban Studies Research Seminar                                                                                       
     1252 ,F2024     ,URB          ,Urban Studies                    ,   013591 , 1252013591 ,385            ,Mapping Gentrification                                                                                               
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   017317 , 1252017317 ,316            ,Women in European Cinema: Gender and the Politics of Culture                                                         
     1252 ,F2024     ,HUM          ,Humanistic Studies               ,   017317 , 1252017317 ,316            ,Women in European Cinema: Gender and the Politics of Culture                                                         
     1252 ,F2024     ,ITA          ,Italian                          ,   003897 , 1252003897 ,101            ,Beginner's Italian I                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   003897 , 1252003897 ,101            ,Beginner's Italian I                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   003897 , 1252003897 ,101            ,Beginner's Italian I                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   003897 , 1252003897 ,101            ,Beginner's Italian I                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   003897 , 1252003897 ,101            ,Beginner's Italian I                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   016459 , 1252016459 ,105            ,Intermediate Italian                                                                                                 
     1252 ,F2024     ,ITA          ,Italian                          ,   003900 , 1252003900 ,107            ,Advanced Italian                                                                                                     
     1252 ,F2024     ,ITA          ,Italian                          ,   003900 , 1252003900 ,107            ,Advanced Italian                                                                                                     
     1252 ,F2024     ,ITA          ,Italian                          ,   014255 , 1252014255 ,108            ,Advanced Italian - Contemporary Society and Culture                                                                  
     1252 ,F2024     ,ITA          ,Italian                          ,   010775 , 1252010775 ,220            ,Italian Civilization Through the Centuries                                                                           
     1252 ,F2024     ,ITA          ,Italian                          ,   003907 , 1252003907 ,302            ,Topics in Medieval Italian Literature and Culture: Writing Latin in Late Medieval Italy                              
     1252 ,F2024     ,ITA          ,Italian                          ,   003907 , 1252003907 ,302            ,Topics in Medieval Italian Literature and Culture: Writing Latin in Late Medieval Italy                              
     1252 ,F2024     ,ITA          ,Italian                          ,   003907 , 1252003907 ,302            ,Topics in Medieval Italian Literature and Culture: Writing Latin in Late Medieval Italy                              
     1252 ,F2024     ,ITA          ,Italian                          ,   003911 , 1252003911 ,308            ,Topics in 20th-Century Italian Literature: 20th Century Italian Fiction                                              
     1252 ,F2024     ,ITA          ,Italian                          ,   003911 , 1252003911 ,308            ,Topics in 20th-Century Italian Literature: 20th Century Italian Fiction                                              
     1252 ,F2024     ,ITA          ,Italian                          ,   003916 , 1252003916 ,401            ,"Seminar in Italian Literature and Culture: Modern Italian Theater: Performance, Spectacle, and the Social Scene"
     1252 ,F2024     ,NES          ,Near Eastern Studies             ,   012911 , 1252012911 ,221            ,"Jerusalem Contested: A City's History from Jewish, Christian, and Muslim Perspectives"
     1252 ,F2024     ,NES          ,Near Eastern Studies             ,   012912 , 1252012912 ,373            ,Zionism: Jewish Nationalism Before and Since Statehood                                                               
     1252 ,F2024     ,NES          ,Near Eastern Studies             ,   013327 , 1252013327 ,389            ,"Everyday Writing in Medieval Egypt, 600-1500"
     1252 ,F2024     ,REL          ,Religion                         ,   014712 , 1252014712 ,244            ,"Judaism, Christianity, and Islam: Their Emergence in Antiquity"
     1252 ,F2024     ,REL          ,Religion                         ,   014712 , 1252014712 ,244            ,"Judaism, Christianity, and Islam: Their Emergence in Antiquity"
     1252 ,F2024     ,REL          ,Religion                         ,   011608 , 1252011608 ,246            ,The Lost World of  Ancient Judaism                                                                                   
     1252 ,F2024     ,REL          ,Religion                         ,   011608 , 1252011608 ,246            ,The Lost World of  Ancient Judaism                                                                                   
     1252 ,F2024     ,JPN          ,Japanese                         ,   017328 , 1252017328 ,1002           ,Introductory Japanese II                                                                                             
     1252 ,F2024     ,JPN          ,Japanese                         ,   017328 , 1252017328 ,1002           ,Introductory Japanese II                                                                                             
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003924 , 1252003924 ,101            ,Elementary Japanese I                                                                                                
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003926 , 1252003926 ,105            ,Intermediate Japanese I                                                                                              
     1252 ,F2024     ,JPN          ,Japanese                         ,   003930 , 1252003930 ,301            ,Advanced Japanese I                                                                                                  
     1252 ,F2024     ,JPN          ,Japanese                         ,   003930 , 1252003930 ,301            ,Advanced Japanese I                                                                                                  
     1252 ,F2024     ,JPN          ,Japanese                         ,   003930 , 1252003930 ,301            ,Advanced Japanese I                                                                                                  
     1252 ,F2024     ,JPN          ,Japanese                         ,   003930 , 1252003930 ,301            ,Advanced Japanese I                                                                                                  
     1252 ,F2024     ,JPN          ,Japanese                         ,   003932 , 1252003932 ,305            ,Integrative Advanced Japanese I                                                                                      
     1252 ,F2024     ,JPN          ,Japanese                         ,   003934 , 1252003934 ,401            ,Readings in Modern Japanese I                                                                                        
     1252 ,F2024     ,JPN          ,Japanese                         ,   013787 , 1252013787 ,407            ,Contemporary Japanese Language and Culture I                                                                         
     1252 ,F2024     ,JRN          ,Journalism                       ,   003856 , 1252003856 ,445            ,Investigative Journalism: In-depth Reporting                                                                         
     1252 ,F2024     ,JRN          ,Journalism                       ,   009382 , 1252009382 ,449            ,International News: Migration Reporting                                                                              
     1252 ,F2024     ,SPI          ,Public & International Affairs   ,   017340 , 1252017340 ,307            ,"Persuasive Narratives in Everyday Economics: Incentives, Tradeoffs, Identity"
     1252 ,F2024     ,STC          ,Science and Technology Council   ,   007848 , 1252007848 ,349            ,Writing about Science                                                                                                
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
     1252 ,F2024     ,KOR          ,Korean                           ,   004878 , 1252004878 ,101            ,Elementary Korean I                                                                                                  
